Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Mo te katoa - kaore e hangai ana,Era atu hinonga Maori,Orau,..,2021,1 me 2 me 5 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakawhanake hotaka hei whakapuhuki i te panga tukuwaro - aua,Era atu hinonga Maori,Orau,12,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakaheke parahanga  - aua,Era atu hinonga Maori,Orau,7,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakamutu, te whakaheke ranei i te whakamahinga waro / te kapuni ranei - aua",Era atu hinonga Maori,Orau,7,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakawhanake, te whakawhanui ranei i nga tapaetanga hua, ratonga tukuwaro papaku hoki. - aua",Era atu hinonga Maori,Orau,12,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki nga hangarau tukuwaro papaku - aua,Era atu hinonga Maori,Orau,10,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki etahi kaiwhangai toitu - aua,Era atu hinonga Maori,Orau,12,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te whakamahinga hangarau matihiko - aua,Era atu hinonga Maori,Orau,8,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te aromatawai i nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, tauraki ranei) - aua",Era atu hinonga Maori,Orau,14,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whai i etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - aua",Era atu hinonga Maori,Orau,12,2021,1 me 2 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Mo te katoa - aua,Era atu hinonga Maori,Orau,..,2021,1 me 2 me 5 me 8
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakawhanake hotaka hei whakapuhuki i te panga tukuwaro - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,11,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakaheke parahanga  - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,33,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakamutu, te whakaheke ranei i te whakamahinga waro / te kapuni ranei - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,5,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakawhanake, te whakawhanui ranei i nga tapaetanga hua, ratonga tukuwaro papaku hoki. - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,12,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki nga hangarau tukuwaro papaku - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,17,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki etahi kaiwhangai toitu - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,20,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te whakamahinga hangarau matihiko - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,17,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te aromatawai i nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, tauraki ranei) - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,18,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whai i etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - i mahia hei urupare ki te panonitanga huarere",Nga umanga katoa o Aotearoa,Orau,19,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Mo te katoa - i mahia hei urupare ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,45,2021,1 me 2 me 5 me 6 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakawhanake hotaka hei whakapuhuki i te panga tukuwaro - e anga ana ki te mahi mo tetahi atu take,Nga umanga katoa o Aotearoa,Orau,6,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakaheke parahanga  - e anga ana ki te mahi mo tetahi atu take,Nga umanga katoa o Aotearoa,Orau,31,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakamutu, te whakaheke ranei i te whakamahinga waro / te kapuni ranei - e anga ana ki te mahi mo tetahi atu take",Nga umanga katoa o Aotearoa,Orau,2,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakawhanake, te whakawhanui ranei i nga tapaetanga hua, ratonga tukuwaro papaku hoki. - e anga ana ki te mahi mo tetahi atu take",Nga umanga katoa o Aotearoa,Orau,6,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki nga hangarau tukuwaro papaku - e anga ana ki te mahi mo tetahi atu take,Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki etahi kaiwhangai toitu - e anga ana ki te mahi mo tetahi atu take,Nga umanga katoa o Aotearoa,Orau,10,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te whakamahinga hangarau matihiko - e anga ana ki te mahi mo tetahi atu take,Nga umanga katoa o Aotearoa,Orau,32,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te aromatawai i nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, tauraki ranei) - e anga ana ki te mahi mo tetahi atu take",Nga umanga katoa o Aotearoa,Orau,8,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whai i etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - e anga ana ki te mahi mo tetahi atu take",Nga umanga katoa o Aotearoa,Orau,8,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Mo te katoa - e anga ana ki te mahi mo tetahi atu take,Nga umanga katoa o Aotearoa,Orau,50,2021,1 me 2 me 5 me 7 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakawhanake hotaka hei whakapuhuki i te panga tukuwaro - kaore e anga ana ki te mahi ,Nga umanga katoa o Aotearoa,Orau,34,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakaheke parahanga  - kaore e anga ana ki te mahi ,Nga umanga katoa o Aotearoa,Orau,9,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakamutu, te whakaheke ranei i te whakamahinga waro / te kapuni ranei - kaore e anga ana ki te mahi ",Nga umanga katoa o Aotearoa,Orau,14,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakawhanake, te whakawhanui ranei i nga tapaetanga hua, ratonga tukuwaro papaku hoki. - kaore e anga ana ki te mahi ",Nga umanga katoa o Aotearoa,Orau,15,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki nga hangarau tukuwaro papaku - kaore e anga ana ki te mahi ,Nga umanga katoa o Aotearoa,Orau,18,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki etahi kaiwhangai toitu - kaore e anga ana ki te mahi ,Nga umanga katoa o Aotearoa,Orau,24,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te whakamahinga hangarau matihiko - kaore e anga ana ki te mahi ,Nga umanga katoa o Aotearoa,Orau,14,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te aromatawai i nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, tauraki ranei) - kaore e anga ana ki te mahi ",Nga umanga katoa o Aotearoa,Orau,21,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whai i etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - kaore e anga ana ki te mahi ",Nga umanga katoa o Aotearoa,Orau,21,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Mo te katoa - kaore e anga ana ki te mahi ,Nga umanga katoa o Aotearoa,Orau,..,2021,1 me 2 me 5 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakawhanake hotaka hei whakapuhuki i te panga tukuwaro - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,34,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakaheke parahanga  - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,14,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakamutu, te whakaheke ranei i te whakamahinga waro / te kapuni ranei - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,69,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakawhanake, te whakawhanui ranei i nga tapaetanga hua, ratonga tukuwaro papaku hoki. - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,54,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki nga hangarau tukuwaro papaku - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,40,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki etahi kaiwhangai toitu - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,28,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te whakamahinga hangarau matihiko - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,24,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te aromatawai i nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, tauraki ranei) - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,34,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whai i etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - kaore e hangai ana",Nga umanga katoa o Aotearoa,Orau,32,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Mo te katoa - kaore e hangai ana,Nga umanga katoa o Aotearoa,Orau,..,2021,1 me 2 me 5 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakawhanake hotaka hei whakapuhuki i te panga tukuwaro - aua,Nga umanga katoa o Aotearoa,Orau,16,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakaheke parahanga  - aua,Nga umanga katoa o Aotearoa,Orau,12,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakamutu, te whakaheke ranei i te whakamahinga waro / te kapuni ranei - aua",Nga umanga katoa o Aotearoa,Orau,11,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whakawhanake, te whakawhanui ranei i nga tapaetanga hua, ratonga tukuwaro papaku hoki. - aua",Nga umanga katoa o Aotearoa,Orau,13,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki nga hangarau tukuwaro papaku - aua,Nga umanga katoa o Aotearoa,Orau,16,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whiti ki etahi kaiwhangai toitu - aua,Nga umanga katoa o Aotearoa,Orau,18,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te whakamahinga hangarau matihiko - aua,Nga umanga katoa o Aotearoa,Orau,14,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te aromatawai i nga morea ki te umanga ki nga panga kikokiko o te panonitanga huarere (hei tauira, te nui ake o nga waipuke, tauraki ranei) - aua",Nga umanga katoa o Aotearoa,Orau,18,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te whai i etahi hipanga hei whakaheke i te morea ki te umanga, na nga panga kikokiko o te panonitanga huarere - aua",Nga umanga katoa o Aotearoa,Orau,19,2021,1 me 2 me 9
Ripanga 27,Ko nga mahi e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Mo te katoa - aua,Nga umanga katoa o Aotearoa,Orau,..,2021,1 me 2 me 5 me 9
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,E anga ana ki te haumi ki tetahi mahi e pa ana ki te panonitanga huarere,Nga uepu Maori katoa,Orau,63,2021,1 me 2 me 3 me 4 me 6
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te hoko i etahi hangarau tukuwaro iti iho, taputapu ranei",Nga uepu Maori katoa,Orau,24,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te kakama o nga whare,Nga uepu Maori katoa,Orau,37,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te nuku ki etahi whare he iti iho te morea,Nga uepu Maori katoa,Orau,6,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"He pumanawa hou, he hangarau matihiko hou ranei",Nga uepu Maori katoa,Orau,37,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,He matauranga / mahi whakangungu hei whakapiki i te kakama hei whakaheke tukuwaro hoki,Nga uepu Maori katoa,Orau,41,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te rangahau me te whakawhanake huarahi whakapapaku tukuwaro,Nga uepu Maori katoa,Orau,15,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Tetahi atu,Nga uepu Maori katoa,Orau,C,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Kaore i te mahi haumitanga,Nga uepu Maori katoa,Orau,19,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Aua,Nga uepu Maori katoa,Orau,20,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,E anga ana ki te haumi ki tetahi mahi e pa ana ki te panonitanga huarere,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,60,2021,1 me 2 me 3 me 4 me 6
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te hoko i etahi hangarau tukuwaro iti iho, taputapu ranei",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,15,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te kakama o nga whare,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,40,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te nuku ki etahi whare he iti iho te morea,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"He pumanawa hou, he hangarau matihiko hou ranei",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,30,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,He matauranga / mahi whakangungu hei whakapiki i te kakama hei whakaheke tukuwaro hoki,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,35,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te rangahau me te whakawhanake huarahi whakapapaku tukuwaro,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,20,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Tetahi atu,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Kaore i te mahi haumitanga,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,20,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Aua,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,E anga ana ki te haumi ki tetahi mahi e pa ana ki te panonitanga huarere,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,75,2021,1 me 2 me 3 me 4 me 6
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te hoko i etahi hangarau tukuwaro iti iho, taputapu ranei",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,50,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te kakama o nga whare,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te nuku ki etahi whare he iti iho te morea,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"He pumanawa hou, he hangarau matihiko hou ranei",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,50,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,He matauranga / mahi whakangungu hei whakapiki i te kakama hei whakaheke tukuwaro hoki,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,50,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te rangahau me te whakawhanake huarahi whakapapaku tukuwaro,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Tetahi atu,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Kaore i te mahi haumitanga,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Aua,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,E anga ana ki te haumi ki tetahi mahi e pa ana ki te panonitanga huarere,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,58,2021,1 me 2 me 3 me 4 me 6
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te hoko i etahi hangarau tukuwaro iti iho, taputapu ranei",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,21,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te kakama o nga whare,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,26,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te nuku ki etahi whare he iti iho te morea,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,5,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"He pumanawa hou, he hangarau matihiko hou ranei",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,37,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,He matauranga / mahi whakangungu hei whakapiki i te kakama hei whakaheke tukuwaro hoki,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,37,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te rangahau me te whakawhanake huarahi whakapapaku tukuwaro,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,11,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Tetahi atu,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Kaore i te mahi haumitanga,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,21,2021,1 me 2 me 3 me 4
