Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Aua,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,21,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,E anga ana ki te haumi ki tetahi mahi e pa ana ki te panonitanga huarere,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,64,2021,1 me 2 me 3 me 4 me 6
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te hoko i etahi hangarau tukuwaro iti iho, taputapu ranei",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,36,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te kakama o nga whare,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,55,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te nuku ki etahi whare he iti iho te morea,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"He pumanawa hou, he hangarau matihiko hou ranei",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,45,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,He matauranga / mahi whakangungu hei whakapiki i te kakama hei whakaheke tukuwaro hoki,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,55,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te rangahau me te whakawhanake huarahi whakapapaku tukuwaro,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,9,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Tetahi atu,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Kaore i te mahi haumitanga,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,27,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Aua,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,E anga ana ki te haumi ki tetahi mahi e pa ana ki te panonitanga huarere,Era atu hinonga Maori,Orau,63,2021,1 me 2 me 5 me 6
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te hoko i etahi hangarau tukuwaro iti iho, taputapu ranei",Era atu hinonga Maori,Orau,32,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te kakama o nga whare,Era atu hinonga Maori,Orau,29,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te nuku ki etahi whare he iti iho te morea,Era atu hinonga Maori,Orau,3,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"He pumanawa hou, he hangarau matihiko hou ranei",Era atu hinonga Maori,Orau,32,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,He matauranga / mahi whakangungu hei whakapiki i te kakama hei whakaheke tukuwaro hoki,Era atu hinonga Maori,Orau,27,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te rangahau me te whakawhanake huarahi whakapapaku tukuwaro,Era atu hinonga Maori,Orau,14,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Tetahi atu,Era atu hinonga Maori,Orau,2,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Kaore i te mahi haumitanga,Era atu hinonga Maori,Orau,25,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Aua,Era atu hinonga Maori,Orau,12,2021,1 me 2 me 5
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,E anga ana ki te haumi ki tetahi mahi e pa ana ki te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,50,2021,1 me 2 me 6 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"Te hoko i etahi hangarau tukuwaro iti iho, taputapu ranei",Nga umanga katoa o Aotearoa,Orau,20,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te whakapiki i te kakama o nga whare,Nga umanga katoa o Aotearoa,Orau,22,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te nuku ki etahi whare he iti iho te morea,Nga umanga katoa o Aotearoa,Orau,2,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,"He pumanawa hou, he hangarau matihiko hou ranei",Nga umanga katoa o Aotearoa,Orau,25,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,He matauranga / mahi whakangungu hei whakapiki i te kakama hei whakaheke tukuwaro hoki,Nga umanga katoa o Aotearoa,Orau,23,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Te rangahau me te whakawhanake huarahi whakapapaku tukuwaro,Nga umanga katoa o Aotearoa,Orau,7,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Tetahi atu,Nga umanga katoa o Aotearoa,Orau,1,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Kaore i te mahi haumitanga,Nga umanga katoa o Aotearoa,Orau,29,2021,1 me 2 me 7
Ripanga 28,Ko nga haumitanga e anga ana nga umanga ki te mahi i roto i nga tau e rima e tu mai nei,Ma te momo umanga,Aua,Nga umanga katoa o Aotearoa,Orau,21,2021,1 me 2 me 7
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke tukuwaro haurehu kati mahana,Nga uepu Maori katoa,Orau,24,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te takatu mo nga panonitanga taiao kikokiko na te ahua o te panonitanga huarere,Nga uepu Maori katoa,Orau,24,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakawhanui i te umanga,Nga uepu Maori katoa,Orau,37,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te auaha hua, hatepe ranei",Nga uepu Maori katoa,Orau,24,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhanake, te pupuru hoki i nga kaimahi",Nga uepu Maori katoa,Orau,61,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga hua",Nga uepu Maori katoa,Orau,26,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga huamoni",Nga uepu Maori katoa,Orau,61,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te ingoa pai o te umanga",Nga uepu Maori katoa,Orau,19,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke i nga haukotinga ara tukutuku,Nga uepu Maori katoa,Orau,4,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhiti atu ki te putanga (te hokonga o te umanga, te mutunga mahi ranei)",Nga uepu Maori katoa,Orau,C,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke tukuwaro haurehu kati mahana,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te takatu mo nga panonitanga taiao kikokiko na te ahua o te panonitanga huarere,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,35,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakawhanui i te umanga,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,40,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te auaha hua, hatepe ranei",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,10,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhanake, te pupuru hoki i nga kaimahi",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,60,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga hua",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,45,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga huamoni",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,75,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te ingoa pai o te umanga",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,10,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke i nga haukotinga ara tukutuku,Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhiti atu ki te putanga (te hokonga o te umanga, te mutunga mahi ranei)",Nga uepu Maori - ahumahi matua (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke tukuwaro haurehu kati mahana,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,50,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te takatu mo nga panonitanga taiao kikokiko na te ahua o te panonitanga huarere,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakawhanui i te umanga,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te auaha hua, hatepe ranei",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhanake, te pupuru hoki i nga kaimahi",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,50,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga hua",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,25,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga huamoni",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,75,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te ingoa pai o te umanga",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke i nga haukotinga ara tukutuku,Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhiti atu ki te putanga (te hokonga o te umanga, te mutunga mahi ranei)",Nga uepu Maori - ahumahi matua (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke tukuwaro haurehu kati mahana,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,16,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te takatu mo nga panonitanga taiao kikokiko na te ahua o te panonitanga huarere,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,21,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakawhanui i te umanga,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,42,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te auaha hua, hatepe ranei",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,37,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhanake, te pupuru hoki i nga kaimahi",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,68,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga hua",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,11,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga huamoni",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,47,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te ingoa pai o te umanga",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,32,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke i nga haukotinga ara tukutuku,Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhiti atu ki te putanga (te hokonga o te umanga, te mutunga mahi ranei)",Nga uepu Maori - era atu ahumahi (6-29 kaimahi),Orau,C,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke tukuwaro haurehu kati mahana,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,27,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te takatu mo nga panonitanga taiao kikokiko na te ahua o te panonitanga huarere,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,18,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakawhanui i te umanga,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,27,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te auaha hua, hatepe ranei",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,27,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhanake, te pupuru hoki i nga kaimahi",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,45,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga hua",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,18,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga huamoni",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,45,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te ingoa pai o te umanga",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,27,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke i nga haukotinga ara tukutuku,Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,18,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhiti atu ki te putanga (te hokonga o te umanga, te mutunga mahi ranei)",Nga uepu Maori - era atu ahumahi (30 kaimahi neke atu),Orau,0,2021,1 me 2 me 3 me 4
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke tukuwaro haurehu kati mahana,Era atu hinonga Maori,Orau,8,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te takatu mo nga panonitanga taiao kikokiko na te ahua o te panonitanga huarere,Era atu hinonga Maori,Orau,15,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakawhanui i te umanga,Era atu hinonga Maori,Orau,36,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te auaha hua, hatepe ranei",Era atu hinonga Maori,Orau,22,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhanake, te pupuru hoki i nga kaimahi",Era atu hinonga Maori,Orau,68,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga hua",Era atu hinonga Maori,Orau,41,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te putanga huamoni",Era atu hinonga Maori,Orau,54,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te pupuru, te whakapiki ranei i te ingoa pai o te umanga",Era atu hinonga Maori,Orau,29,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke i nga haukotinga ara tukutuku,Era atu hinonga Maori,Orau,8,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te whakawhiti atu ki te putanga (te hokonga o te umanga, te mutunga mahi ranei)",Era atu hinonga Maori,Orau,17,2021,1 me 2 me 5
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakaheke tukuwaro haurehu kati mahana,Nga umanga katoa o Aotearoa,Orau,7,2021,1 me 2 me 6
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te takatu mo nga panonitanga taiao kikokiko na te ahua o te panonitanga huarere,Nga umanga katoa o Aotearoa,Orau,7,2021,1 me 2 me 6
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,Te whakawhanui i te umanga,Nga umanga katoa o Aotearoa,Orau,28,2021,1 me 2 me 6
Ripanga 29,Ko nga whainga matua umanga mo nga tau e rima kei te tu mai,Ma te momo umanga,"Te auaha hua, hatepe ranei",Nga umanga katoa o Aotearoa,Orau,18,2021,1 me 2 me 6
